No,Name,Dex. No.,Type,HP,Atk,Def,Sp. Atk,Sp. Def,Spd,Total,Abilities,Banned,Viable,Mythical,Restricted,SWSH Dex,Forms,Tiering
548,Lickilicky,463,Normal,110,85,95,80,95,50,515,Own Tempo Oblivious Cloud Nine,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
549,Rhyperior,464,Ground Rock,115,140,130,55,55,40,535,Lightning Rod Solid Rock Reckless,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
550,Tangrowth,465,Grass,100,100,125,110,50,50,535,Chlorophyll Leaf Guard Regenerator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
551,Electivire,466,Electric,75,123,67,95,85,95,540,Motor Drive  Vital Spirit,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
552,Magmortar,467,Fire,75,95,67,125,95,83,540,Flame Body  Vital Spirit,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
553,Togekiss,468,Fairy Flying,85,50,95,120,115,80,545,Hustle Serene Grace Super Luck,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
554,Yanmega,469,Bug Flying,86,76,86,116,56,95,515,Speed Boost Tinted Lens Frisk,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7 points
555,Leafeon,470,Grass,65,110,130,60,65,95,525,Leaf Guard  Chlorophyll,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
556,Glaceon,471,Ice,65,60,110,130,95,65,525,Snow Cloak Snow Clock Ice Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
557,Gliscor,472,Ground Flying,75,95,125,45,75,95,510,Hyper Cutter Sand Veil Poison Heal,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16 points
558,Mamoswine,473,Ice Ground,110,130,80,70,60,80,530,Oblivious Snow Cloak Thick Fat,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
559,Porygon-Z,474,Normal,85,80,70,135,75,90,535,Adaptability Download Analytic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10 points
560,Gallade-Mega,475,Psychic Fighting,68,165,95,65,115,110,618,Inner Focus,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
561,Gallade,475,Psychic Fighting,68,125,65,65,115,80,518,Steadfast  Justified,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
562,Probopass,476,Rock Steel,60,55,145,75,150,40,525,Sturdy Magnet Pull Sand Force,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
563,Dusknoir,477,Ghost,45,100,135,65,135,45,525,Pressure  Frisk,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
564,Froslass,478,Ice Ghost,70,80,70,80,70,110,480,Snow Cloak  Cursed Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
565,Rotom-Frost,479,Electric Ice,50,65,107,105,107,86,520,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4 points
566,Rotom-Heat,479,Electric Fire,50,65,107,105,107,86,520,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,13 points
567,Rotom-Mow,479,Electric Grass,50,65,107,105,107,86,520,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,10 points
568,Rotom-Fan,479,Electric Flying,50,65,107,105,107,86,520,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4 points
569,Rotom-Wash,479,Electric Water,50,65,107,105,107,86,520,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,13 points
570,Rotom,479,Electric Ghost,50,50,77,95,77,91,440,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
571,Uxie,480,Psychic,75,75,130,75,130,95,580,Levitate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
572,Mesprit,481,Psychic,80,105,105,105,105,80,580,Levitate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
573,Azelf,482,Psychic,75,125,70,125,70,115,580,Levitate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
574,Dialga,483,Steel Dragon,100,120,120,150,100,90,680,Pressure  Telepathy,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
575,Palkia,484,Water Dragon,90,120,100,150,120,100,680,Pressure  Telepathy,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
576,Heatran,485,Fire Steel,91,90,106,130,106,77,600,Flash Fire  Flame Body,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,14 points
577,Regigigas,486,Normal,110,160,110,80,110,100,670,Slow Start,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
578,Giratina,487,Ghost Dragon,150,100,120,100,120,90,680,Pressure  Telepathy,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
579,Giratina-Origin,487,Ghost Dragon,150,120,100,120,100,90,680,Levitate,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,17 points
580,Cresselia,488,Psychic,120,70,120,75,130,85,600,Levitate,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10 points
581,Phione,489,Water,80,80,80,80,80,80,480,Hydration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
582,Manaphy,490,Water,100,100,100,100,100,100,600,Hydration,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11 points
583,Darkrai,491,Dark,70,90,90,135,90,125,600,Bad Dreams,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17 points
584,Shaymin-Sky,492,Grass Flying,100,103,75,120,75,127,600,Serene Grace,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,17 points
585,Shaymin,492,Grass,100,100,100,100,100,100,600,Natural Cure,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10 points
586,Arceus,493,Normal,120,120,120,120,120,120,720,Multitype,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17 points
587,Victini,494,Psychic Fire,100,100,100,100,100,100,600,Victory Star,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,16 points
588,Snivy,495,Grass,45,45,55,45,55,63,308,Overgrow  Contrary,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
589,Servine,496,Grass,60,60,75,60,75,83,413,Overgrow  Contrary,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
590,Serperior,497,Grass,75,75,90,75,95,113,523,Overgrow  Contrary,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8 points
591,Tepig,498,Fire,65,63,45,45,45,45,308,Blaze  Thick Fat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
592,Pignite,499,Fire Fighting,90,93,55,70,55,55,418,Blaze  Thick Fat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
593,Emboar,500,Fire Fighting,110,123,65,100,65,65,528,Blaze  Reckless,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7 points
594,Oshawott,501,Water,55,55,45,63,45,45,308,Torrent  Shell Armor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
595,Dewott,502,Water,75,75,60,83,60,60,413,Torrent  Shell Armor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
596,Samurott,503,Water,95,100,85,108,70,70,528,Torrent  Shell Armor,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
597,Patrat,504,Normal,45,55,39,35,39,42,255,Run Away Keen Eye Analytic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
598,Watchog,505,Normal,60,85,69,60,69,77,420,Illuminate Keen Eye Analytic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
599,Lillipup,506,Normal,45,60,45,25,45,55,275,Vital Spirit Pickup Run Away,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
600,Herdier,507,Normal,65,80,65,35,65,60,370,Intimidate Sand Rush Scrappy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
601,Stoutland,508,Normal,85,110,90,45,90,80,500,Intimidate Sand Rush Scrappy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
602,Purrloin,509,Dark,41,50,37,50,37,66,281,Limber Unburden Prankster,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
603,Liepard,510,Dark,64,88,50,88,50,106,446,Limber Unburden Prankster,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
604,Pansage,511,Grass,50,53,48,53,48,64,316,Gluttony  Overgrow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
605,Simisage,512,Grass,75,98,63,98,63,101,498,Gluttony  Overgrow,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
606,Pansear,513,Fire,50,53,48,53,48,64,316,Gluttony  Blaze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
607,Simisear,514,Fire,75,98,63,98,63,101,498,Gluttony  Blaze,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
608,Panpour,515,Water,50,53,48,53,48,64,316,Gluttony  Torrent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
609,Simipour,516,Water,75,98,63,98,63,101,498,Gluttony  Torrent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
610,Munna,517,Psychic,76,25,45,67,55,24,292,Forewarn Synchronize Telepathy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
611,Musharna,518,Psychic,116,55,85,107,95,29,487,Forewarn Synchronize Telepathy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
612,Pidove,519,Normal Flying,50,55,50,36,30,43,264,Big Pecks Super Luck Rivalry,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
613,Tranquill,520,Normal Flying,62,77,62,50,42,65,358,Big Pecks Super Luck Rivalry,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
614,Unfezant,521,Normal Flying,80,105,80,65,55,93,478,Big Pecks Super Luck Rivalry,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
615,Blitzle,522,Electric,45,60,32,50,32,76,295,Lightning Rod Motor Drive Sap Sipper,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
616,Zebstrika,523,Electric,75,100,63,80,63,116,497,Lightning Rod Motor Drive Sap Sipper,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
617,Roggenrolla,524,Rock,55,75,85,25,25,15,280,Sturdy Weak Armor Sand Force,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
618,Boldore,525,Rock,70,105,105,50,40,20,390,Sturdy Weak Armor Sand Force,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
619,Gigalith,526,Rock,85,135,130,60,80,25,515,Sturdy Sand Stream Sand Force,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
620,Woobat,527,Psychic Flying,65,45,43,55,43,72,323,Unaware Klutz Simple,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
621,Swoobat,528,Psychic Flying,67,57,55,77,55,114,425,Unaware Klutz Simple,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
622,Drilbur,529,Ground,60,85,40,30,45,68,328,Sand Rush Sand Force Mold Breaker,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
623,Excadrill,530,Ground Steel,110,135,60,50,65,88,508,Sand Rush Sand Force Mold Breaker,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15 points
624,Audino-Mega,531,Normal Fairy,103,60,126,80,126,50,545,Healer,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3 points
625,Audino,531,Normal,108,60,86,60,86,50,450,Healer Regenerator Klutz,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
626,Timburr,532,Fighting,75,80,55,25,35,35,305,Guts Sheer Force Iron Fist,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
627,Gurdurr,533,Fighting,85,105,85,40,50,40,405,Guts Sheer Force Iron Fist,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3 points
628,Conkeldurr,534,Fighting,105,140,95,55,65,45,505,Guts Sheer Force Iron Fist,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
629,Tympole,535,Water,50,50,40,50,40,64,294,Swift Swim Hydration Water Absorb,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
630,Palpitoad,536,Water Ground,75,65,55,65,55,69,384,Swift Swim Hydration Water Absorb,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
631,Seismitoad,537,Water Ground,105,95,75,85,75,74,509,Swift Swim Poison Touch Water Absorb,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
632,Throh,538,Fighting,120,100,85,30,85,45,465,Guts Inner Focus Mold Breaker,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
633,Sawk,539,Fighting,75,125,75,30,75,85,465,Sturdy Inner Focus Mold Breaker,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
634,Sewaddle,540,Bug Grass,45,53,70,40,60,42,310,Swarm Chlorophyll Overcoat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
635,Swadloon,541,Bug Grass,55,63,90,50,80,42,380,Leaf Guard Chlorophyll Overcoat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
636,Leavanny,542,Bug Grass,75,103,80,70,80,92,500,Swarm Chlorophyll Overcoat,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
637,Venipede,543,Bug Poison,30,45,59,30,39,57,260,Poison Point Swarm Speed Boost,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
638,Whirlipede,544,Bug Poison,40,55,99,40,79,47,360,Poison Point Swarm Speed Boost,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
639,Scolipede,545,Bug Poison,60,100,89,55,69,112,485,Poison Point Swarm Speed Boost,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
640,Cottonee,546,Grass Fairy,40,27,60,37,50,66,280,Prankster Infiltrator Chlorophyll,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
641,Whimsicott,547,Grass Fairy,60,67,85,77,75,116,480,Prankster Infiltrator Chlorophyll,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
642,Petilil,548,Grass,45,35,50,70,50,30,280,Chlorophyll Own Tempo Leaf Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
643,Lilligant,549,Grass,70,60,75,110,75,90,480,Chlorophyll Own Tempo Leaf Guard,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
644,Basculin-Blue,550,Water,70,92,65,80,55,98,460,Rock Head Adaptability Mold Breaker,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
645,Basculin-Red,550,Water,70,92,65,80,55,98,460,Reckless Adaptability Mold Breaker,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
646,Sandile,551,Ground Dark,50,72,35,35,35,65,292,Intimidate Moxie Anger Point,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
647,Krokorok,552,Ground Dark,60,82,45,45,45,74,351,Intimidate Moxie Anger Point,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
648,Krookodile,553,Ground Dark,95,117,80,65,70,92,519,Intimidate Moxie Anger Point,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
649,Darumaka,554,Fire,70,90,45,15,45,50,315,Hustle  Inner Focus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
650,Darumaka-Galar,554,Ice,70,90,45,15,45,50,315,Hustle  Inner Focus,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
651,Darmanitan-Galar-Zen,555,Ice Fire,105,160,55,30,55,135,540,Zen Mode,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
652,Darmanitan-Zen,555,Fire Psychic,105,30,105,140,105,55,540,Zen Mode,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
653,Darmanitan,555,Fire,105,140,55,30,55,95,480,Sheer Force  Zen Mode,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
654,Darmanitan-Galar,555,Ice,105,140,55,30,55,95,480,Gorilla Tactics  Zen Mode,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,17 points
655,Maractus,556,Grass,75,86,67,106,67,60,461,Water Absorb Chlorophyll Storm Drain,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
656,Dwebble,557,Bug Rock,50,65,85,35,35,55,325,Sturdy Shell Armor Weak Armor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
657,Crustle,558,Bug Rock,70,105,125,65,75,45,485,Sturdy Shell Armor Weak Armor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
658,Scraggy,559,Dark Fighting,50,75,70,35,70,48,348,Shed Skin Moxie Intimidate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
659,Scrafty,560,Dark Fighting,65,90,115,45,115,58,488,Shed Skin Moxie Intimidate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
660,Sigilyph,561,Psychic Flying,72,58,80,103,80,97,490,Wonder Skin Magic Guard Tinted Lens,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
661,Yamask,562,Ghost,38,30,85,55,65,30,303,Mummy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
662,Yamask-Galar,562,Ghost Ground,38,55,95,30,65,30,313,Wandering Spirit,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
663,Cofagrigus,563,Ghost,58,50,140,95,105,30,478,Mummy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
664,Tirtouga,564,Water Rock,54,78,103,53,45,22,355,Solid Rock Sturdy Swift Swim,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
665,Carracosta,565,Water Rock,74,108,133,83,65,32,495,Solid Rock Sturdy Swift Swim,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
666,Archen,566,Rock Flying,55,112,45,74,45,70,401,Defeatist,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
667,Archeops,567,Rock Flying,75,140,65,112,65,110,567,Defeatist,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
668,Trubbish,568,Poison,50,50,62,40,62,65,329,Stench Sticky Hold Aftermath,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
669,Garbodor,569,Poison,80,95,82,60,82,75,474,Stench Weak Armor Aftermath,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
670,Zorua,570,Dark,40,65,40,80,40,65,330,Illusion,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
671,Zoroark,571,Dark,60,105,60,120,60,105,510,Illusion,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
672,Minccino,572,Normal,55,50,40,40,40,75,300,Cute Charm Technician Skill Link,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
673,Cinccino,573,Normal,75,95,60,65,60,115,470,Cute Charm Technician Skill Link,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
674,Gothita,574,Psychic,45,30,50,55,65,45,290,Frisk Competitive Shadow Tag,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
675,Gothorita,575,Psychic,60,45,70,75,85,55,390,Frisk Competitive Shadow Tag,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
676,Gothitelle,576,Psychic,70,55,95,95,110,65,490,Frisk Competitive Shadow Tag,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
677,Solosis,577,Psychic,45,30,40,105,50,20,290,Overcoat Magic Guard Regenerator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
678,Duosion,578,Psychic,65,40,50,125,60,30,370,Overcoat Magic Guard Regenerator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 points
679,Reuniclus,579,Psychic,110,65,75,125,85,30,490,Overcoat Magic Guard Regenerator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
680,Ducklett,580,Water Flying,62,44,50,44,50,55,305,Keen Eye Big Pecks Hydration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
681,Swanna,581,Water Flying,75,87,63,87,63,98,473,Keen Eye Big Pecks Hydration,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
682,Vanillite,582,Ice,36,50,50,65,60,44,305,Ice Body Snow Cloak Weak Armor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
683,Vanillish,583,Ice,51,65,65,80,75,59,395,Ice Body Snow Cloak Weak Armor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
684,Vanilluxe,584,Ice,71,95,85,110,95,79,535,Ice Body Snow Warning Weak Armor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
685,Deerling,585,Normal Grass,60,60,50,40,50,75,335,Chlorophyll Sap Sipper Serene Grace,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
686,Sawsbuck,586,Normal Grass,80,100,70,60,70,95,475,Chlorophyll Sap Sipper Serene Grace,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
687,Emolga,587,Electric Flying,55,75,60,75,60,103,428,Static  Motor Drive,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
688,Karrablast,588,Bug,50,75,45,40,45,60,315,Swarm Shed Skin No Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
689,Escavalier,589,Bug Steel,70,135,105,60,105,20,495,Swarm Shell Armor Overcoat,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
690,Foongus,590,Grass Poison,69,55,45,55,55,15,294,Effect Spore  Regenerator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
691,Amoonguss,591,Grass Poison,114,85,70,85,80,30,464,Effect Spore  Regenerator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
692,Frillish,592,Water Ghost,55,40,50,65,85,40,335,Water Absorb Cursed Body Damp,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
693,Jellicent,593,Water Ghost,100,60,70,85,105,60,480,Water Absorb Cursed Body Damp,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
694,Alomomola,594,Water,165,75,80,40,45,65,470,Healer Hydration Regenerator,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8 points
695,Joltik,595,Bug Electric,50,47,50,57,50,65,319,Compound Eyes Unnerve Swarm,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
696,Galvantula,596,Bug Electric,70,77,60,97,60,108,472,Compound Eyes Unnerve Swarm,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
697,Ferroseed,597,Grass Steel,44,50,91,24,86,10,305,Iron Barbs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 points
698,Ferrothorn,598,Grass Steel,74,94,131,54,116,20,489,Iron Barbs  Anticipation,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
699,Klink,599,Steel,40,55,70,45,60,30,300,Plus Minus Clear Body,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
700,Klang,600,Steel,60,80,95,70,85,50,440,Plus Minus Clear Body,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
701,Klinklang,601,Steel,60,100,115,70,85,90,520,Plus Minus Clear Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
702,Tynamo,602,Electric,35,55,40,45,40,60,275,Levitate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
703,Eelektrik,603,Electric,65,85,70,75,70,40,405,Levitate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
704,Eelektross,604,Electric,85,115,80,105,80,50,515,Levitate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7 points
705,Elgyem,605,Psychic,55,55,55,85,55,30,335,Telepathy Synchronize Analytic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
706,Beheeyem,606,Psychic,75,75,75,125,95,40,485,Telepathy Synchronize Analytic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
707,Litwick,607,Ghost Fire,50,30,55,65,55,20,275,Flash Fire Flame Body Infiltrator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
708,Lampent,608,Ghost Fire,60,40,60,95,60,55,370,Flash Fire Flame Body Infiltrator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
709,Chandelure,609,Ghost Fire,60,55,90,145,90,80,520,Flash Fire Flame Body Infiltrator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
710,Axew,610,Dragon,46,87,60,30,40,57,320,Rivalry Mold Breaker Unnerve,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
711,Fraxure,611,Dragon,66,117,70,40,50,67,410,Rivalry Mold Breaker Unnerve,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 point
712,Haxorus,612,Dragon,76,147,90,60,70,97,540,Rivalry Mold Breaker Unnerve,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
713,Cubchoo,613,Ice,55,70,40,60,40,40,305,Snow Cloak Slush Rush Rattled,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
714,Beartic,614,Ice,95,130,80,70,80,50,505,Snow Cloak Slush Rush Swift Swim,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
715,Cryogonal,615,Ice,80,50,50,95,135,105,515,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
716,Shelmet,616,Bug,50,40,85,40,65,25,305,Hydration Shell Armor Overcoat,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
717,Accelgor,617,Bug,80,70,40,100,60,145,495,Hydration Sticky Hold Unburden,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
718,Stunfisk-Galar,618,Ground Steel,109,81,99,66,84,32,471,Mimicry,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
719,Stunfisk,618,Ground Electric,109,66,84,81,99,32,471,Static Limber Sand Veil,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
720,Mienfoo,619,Fighting,45,85,50,55,50,65,350,Inner Focus Regenerator Reckless,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
721,Mienshao,620,Fighting,65,125,60,95,60,105,510,Inner Focus Regenerator Reckless,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10 points
722,Druddigon,621,Dragon,77,120,90,60,90,48,485,Rough Skin Sheer Force Mold Breaker,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
723,Golett,622,Ground Ghost,59,74,50,35,50,35,303,Iron Fist Klutz No Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
724,Golurk,623,Ground Ghost,89,124,80,55,80,55,483,Iron Fist Klutz No Guard,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
725,Pawniard,624,Dark Steel,45,85,70,40,40,60,340,Defiant Inner Focus Pressure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
726,Bisharp,625,Dark Steel,65,125,100,60,70,70,490,Defiant Inner Focus Pressure,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
727,Bouffalant,626,Normal,95,110,95,40,95,55,490,Reckless Sap Sipper Soundproof,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
728,Rufflet,627,Normal Flying,70,83,50,37,50,60,350,Keen Eye Sheer Force Hustle,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
729,Braviary,628,Normal Flying,100,123,75,57,75,80,510,Keen Eye Sheer Force Defiant,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
